企业id,企业名称,统一社会信用代码,企业描述,注册资本,keywords,category_id
1811,海南天祥药业有限公司,91460300713849063Y,海南天祥药业有限公司成立于1999年12月27日，注册地位于洋浦经济开发区远洋路海岸华庭H1804号，法定代表人为陈蕊。经营范围包括许可项目：药品批发；药品进出口；药品类易制毒化学品销售；第一类非药品类易制毒化学品经营；药品互联网信息服务；食品互联网销售；婴幼儿配方乳粉销售；食品经营（销售预包装食品）；保健食品销售；食品经营；消毒器械销售；货物进出口；技术进出口；食品进出口；进出口代理；危险废物经营；食品互联网销售（销售预包装食品）；食品经营（销售散装食品）；特殊医学用途配方食品销售；第三类医疗器械经营；医疗器械互联网信息服务；出入境检疫处理；药品零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：化妆品批发；日用品销售；日用百货销售；日用品批发；体育用品及器材批发；医用口罩批发；卫生用品和一次性使用医疗用品销售；日用杂品销售；食品用洗涤剂销售；消毒剂销售（不含危险化学品）；包装材料及制品销售；住房租赁；第一类医疗器械销售；第二类医疗器械销售；会议及展览服务；信息咨询服务（不含许可类信息咨询服务）；市场营销策划；咨询策划服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；化工产品销售（不含许可类化工产品）；成人情趣用品销售（不含药品、医疗器械）；包装专用设备销售；健康咨询服务（不含诊疗服务）；食品添加剂销售；未经加工的坚果、干果销售；包装服务；个人卫生用品销售；特种劳动防护用品销售；互联网销售（除销售需要许可的商品）；专业保洁、清洗、消毒服务；医护人员防护用品批发；国内贸易代理；医用口罩零售；医护人员防护用品零售（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）（一般经营项目自主经营，许可经营项目凭相关许可证或者批准文件经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）,"1,500万(元)",食品进出口|药品互联网信息服务|第三类医疗器械经营|进出口代理|日用品销售|消毒器械销售|危险废物经营|保健食品销售|婴幼儿配方乳粉销售|货物进出口,45
1812,海南振家农业科技发展有限公司,91460100MA5RD32B26,-,500万(元),,107
1813,海南晨海水产有限公司,91460200557382640A,海南晨海水产有限公司成立于2010年08月11日，注册地位于海南省三亚市崖州区崖州湾科技城雅布伦产业园五号楼一楼101室，法定代表人为蔡春有。经营范围包括许可项目：水产苗种生产；转基因水产苗种生产；水产养殖；水产苗种进出口；天然水域鱼类资源的人工增殖放流；渔业捕捞；食品生产；旅游业务；港口经营；食品互联网销售；保税仓库经营；转基因水产苗种经营（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；生物饲料研发；海水养殖和海洋生物资源利用装备销售；海洋工程装备制造；海洋工程装备销售；海洋环境服务；海洋工程装备研发；海水养殖和海洋生物资源利用装备制造；工程管理服务；低温仓储（不含危险化学品等需许可审批的项目）；仓储设备租赁服务；休闲观光活动；会议及展览服务（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）海南晨海水产有限公司对外投资12家公司。,"1,000万(元)",生物饲料研发|会议与展览服务|冷藏储存|海洋工程装备制造|海水养殖业,53
1814,海南溢达投资有限公司,91460000MA5U2AAB5A,海南溢达投资有限公司成立于2021年06月25日，注册地位于海南省海口市龙华区金贸街道民声东路8号海南国际创意港二期2号楼606室，法定代表人为贾五宽。经营范围包括许可项目：旅游业务；房地产开发经营（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：创业投资（限投资未上市企业）；以自有资金从事投资活动；自有资金投资的资产管理服务；企业总部管理；农村民间工艺及制品、休闲农业和乡村旅游资源的开发经营；土地整治服务；园区管理服务；游览景区管理；非居住房地产租赁；土地使用权租赁（除许可业务外，可自主依法经营法律法规非禁止或限制的项目）海南溢达投资有限公司对外投资4家公司。,"20,000万(元)",资产管理服务|创业投资|园区管理服务|房地产经营|旅游业务,132
1815,海南澄迈嘉莱迪生物科技股份有限公司,91460000MA5T418M8E,海南澄迈嘉莱迪生物科技股份有限公司成立于2018年04月20日，注册地位于海南省澄迈县金江镇世纪花园小区1栋1003室，法定代表人为陈德益。经营范围包括植物提取物的技术研发及技术成果转让（不含国家法律法规禁止和许可经营项目）；生物技术开发、推广、咨询；化学试剂及耗材、日用化妆品、化工产品、保健食品、保健日用品、日用百货、粮油、润滑油的开发及销售；有机肥料、微生物肥料、生物有机无机复混肥、生物杀虫剂的研发、生产和销售。,"5,000万(元)",植物提取物|生物科技|化学试剂|生物技术|日用百货,44
1816,海天塑机集团有限公司,91330200717285453P,海天塑机集团有限公司成立于2001年02月23日，注册地位于浙江省宁波市北仑区小港海天路1688号，法定代表人为张静章。经营范围包括一般项目：塑料加工专用设备制造；塑料加工专用设备销售；通用设备制造（不含特种设备制造）；机械设备销售；机械设备租赁；气体压缩机械制造；气体压缩机械销售；住房租赁；非居住房地产租赁；工业自动控制系统装置制造；智能控制系统集成；液压动力机械及元件制造；技术进出口；货物进出口；进出口代理(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：道路货物运输（不含危险货物）；发电业务、输电业务、供（配）电业务(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。海天塑机集团有限公司对外投资20家公司。,"27,646万(美元)",机械设备|智能系统|海天塑机|气体压缩机|塑料加工,53
1817,海思光电子有限公司,9.14201E+17,海思光电子立足于全球信息技术领域光电子技术与产品的开发、制造及销售，为固定接入、无线接入、电信以太、波分及数据通信网络提供全系列光模块产品，为云计算、超宽带网络等提供全场景的高速光互联的解决方案。深耕光电子行业十多年，从芯片到光模块的深度垂直集成，提供高速、紧凑、低功耗、高性能光模块产品。业务布局全球，拥有7个研发中心，汇集全球智慧，提升光模块竞争力。打造先进的精密制造体系，支撑光模块海量供应，为全球300+客户提供优质解决方案。,"170,000万(元)",光电子技术|光学连接|精密制造|光模块|数据中心,20
1818,海油总节能减排监测中心有限公司,9.11201E+17,海油总节能减排监测中心有限公司成立于2011年10月11日，注册地位于天津市滨海新区塘沽东沽石油新村第五界区，法定代表人为孟宪宽。经营范围包括法律、法规禁止的、不得经营；应经审批的、未获批准前置不得经营；法律、法规未规定审批的、自主经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"5,882万(元)",法律|滨海新区|节能减排|监测中心,86
1819,海洋石油阳江实业有限公司,9.14417E+17,海洋石油阳江实业有限公司成立于1992年12月14日，注册地位于阳江市江城区平冈镇大魁管理区墩波至咀头地段，法定代表人为陈观豪。经营范围包括货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；燃气设备销售、安装、检测、维修、保养；水路货物运输（国内沿海及长江中下游的液化气船、液化天然气船运输；国际船舶危险品运输）；为船舶提供码头设施；在港区内从事危险化学品（汽油、柴油、液化石油气）的装卸、仓储业务经营及异丁烷、工业裂解碳五、戊烷、戊烷发泡剂的装卸、仓储业务；液化石油气充装、仓储、销售；批发汽油(1630，储存设施已取得阳江市港航局颁发的港口经营许可证，有效期至2019年9月28日，汽油罐：19800立方米，柴油罐：33000立方米）、煤油、柴油[闭杯闪点＞60°C]；为码头船舶提供岸电、淡水供应，为国内船舶提供油料及物料供应；土地租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)海洋石油阳江实业有限公司对外投资2家公司，具有1处分支机构。,"23,942.94万(元)",危险品|码头|石油|液化石油气|岸电,89
1820,海盐华达油墨有限公司,91330424712507862Q,海盐华达油墨有限公司成立于1999年06月11日，注册地位于浙江省嘉兴市海盐县澉浦镇六里集镇环北路，法定代表人为张跃成。经营范围包括一般项目：油墨制造（不含危险化学品）；油墨销售（不含危险化学品）；涂料制造（不含危险化学品）；涂料销售（不含危险化学品）；合成材料制造（不含危险化学品）；合成材料销售；专用化学产品销售（不含危险化学品）；专用化学产品制造（不含危险化学品）；企业管理咨询；园区管理服务(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。(分支机构经营场所设在：浙江省嘉兴市海盐县澉浦镇长墙山工业园区顾山路99号),"2,016万(元)",园区管理|化工产品|印刷品|管理咨询|特殊化学品,53
1821,海糖（江苏）生物医药科技有限公司,91320684MA27A5DC6G,海糖（江苏）生物医药科技有限公司成立于2021年10月26日，注册地位于南通市海门区临江镇洞庭湖路100号，法定代表人为刘振德。经营范围包括一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；医学研究和试验发展；化工产品销售（不含许可类化工产品）（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）,"1,500万(元)",技术开发|技术咨询|技术服务|生物医药|技术研究,46
1822,海能达通信股份有限公司,91440300279422189D,海能达通信股份有限公司（股票代码：002583.SZ）是总部位于中国深圳的全球化民营上市公司，1993年成立，是全球领先的专用通信及解决方案提供商，致力于为公共安全、应急、能源、交通、工商业等行业客户，在日常工作与关键时刻，提供更快、更安全、更多联接的通信设备及解决方案，助力城市更高效、更安全。海能达专注于技术创新，持续将年营收的14%以上投入研发，在中国、德国、西班牙和加拿大建有9个研发中心。海能达积极参与并引领全球专用通信技术的发展，已成为全球主流通信标准组织的中坚力量，是中国首个专用通信数字集群标准的核心起草单位，并积极推动窄带通信、宽带通信、公专融合、应急自组网、指挥调度等公安、应急领域多个行业技术标准的规划与制定，是全球极少数全面掌握TETRA、DMR、PDT、LTE、5G等领先技术并拥有成熟应用的高科技企业。,"181,607.9691万(元)",专化通信|应急领域|公安|技术研发|标准制定|海能达通信,29
1823,涅生科技（广州）股份有限公司,91440105596165374N,涅生科技（广州）股份有限公司成立于2012年05月15日，注册地位于广州市天河区思成路35号1单元801-9室，法定代表人为李先桃。经营范围包括母婴用品销售;组织文化艺术交流活动;鲜肉零售;鲜肉批发;水产养殖珍珠购销;水果种植;珠宝首饰零售;珠宝首饰批发;摄影扩印服务;第二类医疗器械销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;新鲜蔬菜零售;新鲜蔬菜批发;蔬菜种植;广告设计、代理;广告制作;广告发布（非广播电台、电视台、报刊出版单位）;化妆品零售;化妆品批发;住房租赁;以自有资金从事投资活动;票务代理服务;旅客票务代理;企业管理咨询;企业管理;信息咨询服务（不含许可类信息咨询服务）;票据信息咨询服务;互联网销售（除销售需要许可的商品）;国内贸易代理;贸易经纪;数字文化创意软件开发;品牌管理;市场营销策划;企业形象策划;咨询策划服务;项目策划与公关服务;非居住房地产租赁;家用电器销售;日用家电零售;卫生洁具销售;厨具卫具及日用杂品批发;厨具卫具及日用杂品零售;互联网销售（除销售需要许可的商品）;日用百货销售;个人卫生用品销售;日用品销售;日用化学产品销售;日用杂品销售;第一类医疗器械销售;第二类医疗器械销售;信息技术咨询服务;普通货物仓储服务（不含危险化学品等需许可审批的项目）;国际货物运输代理;水产品收购;水产品零售;水产品批发;会议及展览服务;服装服饰批发;服装服饰零售;服装服饰出租;户外用品销售;鞋帽批发;鞋帽零售;箱包销售;文具用品批发;文具用品零售;纸制品销售;个人互联网直播服务（需备案）;业务培训（不含教育培训、职业技能培训等需取得许可的培训）;单用途商业预付卡代理销售;互联网数据服务;食品销售（仅销售预包装食品）;保健食品（预包装）销售;食品互联网销售（仅销售预包装食品）;婴幼儿配方乳粉及其他婴幼儿配方食品销售;演出经纪;黄金及其制品进出口;第三类医疗器械经营;营业性演出;网络文化经营;酒类经营;食品经营;道路货物运输（网络货运）;国际道路货物运输;技术进出口;货物进出口;在线数据处理与交易处理业务（经营类电子商务）涅生科技（广州）股份有限公司对外投资8家公司。,"3,657万(元)",业务培训|家用电器销售|海鲜养殖|房地产租赁|户外用品销售|个人互联网直播服务|会议会展服务|服装服饰销售|鲜肉零售|生活家居用品销售,53
1824,淄博正大聚氨酯有限公司,91370303334552702G,淄博正大聚氨酯有限公司成立于2015年03月13日，注册地位于山东省淄博市高新区宝山路3482号，法定代表人为田茂杰。经营范围包括制造销售有机硅改性聚氨酯热塑性弹性体、端氨基聚醚多元醇（聚醚胺）、聚氨酯弹性体预聚体、可降解聚氨酯新材料、聚氨酯软硬泡组合料、醇醚；氨水生产、销售（有效期限以许可证为准）；聚醚多元醇、多亚甲基多苯基异氰酸酯、化工产品（不含危险、监控及易制毒化学品）的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）淄博正大聚氨酯有限公司对外投资2家公司。,"7,000万(元)",有机硅改性|聚氨酯|聚酯|可降解|化工,60
1825,淘宝（中国）软件有限公司,9.13301E+17,淘宝（中国）软件有限公司地址位于杭州市余杭区五常街道荆丰村。2019年浙江高新企业百强榜排名第46位。2020年12月，苏宁控股集团股东张近东、张康阳及南京润贤企业管理中心将公司全部股权出质给淘宝（中国）软件有限公司。2021年12月15日，淘宝（中国）软件有限公司发生工商变更，注册资本由3.75亿美元增至6.9亿美元。,"69,121.3261万(美元)",软件|股权出质|工商变更|高企企业,53
1826,深业集团有限公司,9.14403E+17,深业集团有限公司（简称“深业集团”）是深圳市人民政府全资拥有，深圳市国资委直管的大型综合性企业集团。集团前身深业（集团）有限公司作为深圳市政府派驻香港的代表机构和对外活动的经济实体。集团以房地产和基础设施、物流运输为主业，同时涉足金融、现代农业、高科技制造等领域。2011年深业集团与南方都市报联合发起了“大运彩虹丝带”公益活动，全情投入，力撑深圳大运会。此次活动通过免费发放“彩虹丝带”与“大运车贴”给出租车及私家车主，倡导文明行车迎大运，提倡市民尽量多乘坐公共交通工具出行，倡导低碳、环保的生活理念。2011年大运会期间，深业深港公司承担大运会注册人员抵离交通保障工作。深圳市交委、深圳大运会办公室为深业深港集团颁发“服务大运，安全高效”的牌匾，所属深港汽车出租公司、港龙公司均分别荣获“深圳市第26届世界大学生夏季运动会交通保障工作先进集体”。,"413,000万(元)",文明行车|金融|绿色生活|牌匾|物流运输|基础设施建设|高科技制造|公益慈善活动|现代农业|房地产,53
1827,深信服科技股份有限公司,91440300726171773F,深信服科技股份有限公司成立于2000年12月25日，注册地位于深圳市南山区学苑大道1001号南山智园A1栋一层，法定代表人为何朝曦。经营范围包括一般经营项目是：，许可经营项目是：计算机软硬件的研发、生产、销售及相关技术服务；网络产品的研发、生产、销售及相关技术服务；计算机信息系统集成以及相关技术咨询（以上均不含专营、专控、专卖商品及限制项目）；货物及技术的出口（不含分销）；第一类增值电信业务；第二类增值电信业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）深信服科技股份有限公司对外投资10家公司，具有12处分支机构。,"41,565.1628万(元)",信息技术|增值电信业务|计算机|计算机网络|软件开发,53
1828,深南电路股份有限公司,9.14403E+17,深南电路股份有限公司成立于1984年，注册资本2.8亿元，证券代码：002916，系国内综合实力最强PCB研发及生产制造型高新技术企业，中国电子电路行业协会理事长单位及标准委员会会长单位，已成为中国印制电路板行业的龙头企业，中国封装基板领域的先行者，电子装联制造的先进企业，深南电路专注于电子互联领域，致力成为世界级电子电路技术与解决方案的集成商，深耕印制电路板、封装基板及电子装联三项业务，形成业界独特的基于“互联”的业务布局，以“互联”为核心，在不断强化印制电路板业务领先地位的同时，大力发展“技术同根”的封装基板业务及“客户同源”的电子装联业务。深南通过开展方案设计、制造、电子装联、微组装和测试等全价值链服务，为客户提供专业高效的一站式综合解决方案。,"51,287.7535万(元)",集成电路|方案设计|PCB|电子装配|封装基板,20
1829,深圳万和制药有限公司,91440300618806532U,"深圳万和制药有限公司成立于1992年07月28日，注册地位于深圳市光明新区凤凰街道汇通路7号万和科技大厦，法定代表人为王仲荪。经营范围包括一般经营项目是：日用百货、家用电器的批发、佣金代理（不含拍卖）、进出口及相关配套业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请），自有物业租赁，医药领域内的技术转让服务，有形动产租赁（不含融资性租赁）；化工产品销售（不含许可类化工产品）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）；单位后勤管理服务；企业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）；销售代理；市场营销策划；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）；宠物食品及用品批发；生物饲料研发；宠物食品及用品零售；饲料添加剂销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：生产经营胶囊剂、颗粒剂、散剂、片剂、滴眼剂/滴耳剂、保健食品（胶囊剂、颗粒剂）、固体饮料、吸附型缓释二氧化氯系列产品；预包装食品（不含复热）；物业管理（取得相关资质后方可经营）,停车场经营管理。兽药生产；兽药经营；药品委托生产。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）深圳万和制药有限公司对外投资1家公司，具有5处分支机构。","11,399.81万(元)",合同代理|医疗器械|资产管理|工业自动化|保健品,45
1830,深圳万测试验设备有限公司,91440300570014164J,深圳万测试验设备有限公司是一家制造和提供力学性能试验设备及技术的高技术公司，万测由深圳万测试验设备有限公司、上海万测试验设备有限公司等组成。公司总部设在深圳，分别在深圳建有一个生产基地。公司提供微机控制电子万能试验机、微机控制电液伺服万能试验机、全自动摆锤冲击试验机、微机控制疲劳试验机、静重式力标准机等产品与技术，还具有摆锤冲击传感器、落锤冲击传感器制造技术。2022年5月17日，入选建议支持的国家级专精特新“小巨人”企业公示名单（第三批第一年）。,"3,000万(元)",测控设备|传感器|试验设备,91
1831,深圳东风汽车有限公司,9144030019218689X5,深圳东风汽车有限公司成立于1983年05月20日，注册地位于深圳市坪山区坑梓街道锦绣中路14号深福保现代光学厂区C栋第5层，法定代表人为刘刚。经营范围包括一般经营项目是：环卫设备的销售；汽车销售（含国产小轿车）；经营汽车配件；经济信息咨询；国内贸易；兴办实业；经营进出口业务；自有房屋租赁；物业管理；汽车相关产品研发及技术咨询服务；城乡垃圾清扫保洁服务、城乡垃圾收集服务、城乡道路冲洗服务、城乡积雪清理服务、城乡垃圾运输服务（含垃圾中转站管理服务、其他城乡垃圾运输服务）、城乡泔水清运服务及其他城乡垃圾清运服务；市政设施管理服务；城乡垃圾分类服务、城乡垃圾焚烧服务、城乡垃圾填埋服务、城乡垃圾堆肥服务、城乡废弃食用油处理服务、餐饮垃圾和厨余垃圾处理服务、垃圾渗滤液处理服务及其他城乡垃圾处理服务；公共厕所管理服务、城乡排泄物清运服务、城乡排泄物收集处理服务；建筑物外墙清洗服务；城乡水域治理服务；城乡污水处理服务；江、湖治理服务；水库污染治理服务；环境保护与治理咨询服务；污水、污泥处理及其再生利用；对水利、环境和公共设施管理业的投资；环境科学技术研究服务；环境卫生工程设计服务，许可经营项目是：生产各种汽车；汽车修理；金属结构件加工；环卫设备制造、安装；汽车及零部件装卸服务；货物运输代理服务；深圳东风汽车有限公司对外投资5家公司，具有14处分支机构。,"10,000万(元)",技术开发|汽车|销售|环卫设备|环保,86
